table;date_heure;date_propre;heure_propre;duree_milliseconde;duree_seconde;duree_minute;moyenne;amp_max;amp_min;somme_amp;ecart_type;indice_duree;indice_amplitude;id_debut;id_fin;avisaro;signal;periode;traitement
avisaro_20160904;1473015208;04/09/2016;20:53:28;1975;2.0;0.0;45;64;32;3576;7.37;1;2075;2358761;2358840;002;63;6;16.00
avisaro_20160904;1473015215;04/09/2016;20:53:35;3975;4.0;0.1;46;63;29;7276;7.55;3;2960;2359041;2359200;002;64;6;16.00
avisaro_20160904;1473015220;04/09/2016;20:53:40;2975;3.0;0.0;45;61;30;5381;7.06;2;2545;2359241;2359360;002;65;6;16.00
avisaro_20160904;1473015224;04/09/2016;20:53:44;10975;11.0;0.2;46;75;29;20082;8.46;8;4917;2359401;2359840;002;66;6;16.00
avisaro_20160904;1473015275;04/09/2016;20:54:35;25976;26.0;0.4;47;77;29;48405;7.95;18;7634;2361441;2362480;002;67;6;16.00
avisaro_20160904;1473015530;04/09/2016;20:58:50;6975;7.0;0.1;102;364;19;28478;109.73;5;7648;2371641;2371920;002;68;6;16.00
avisaro_20160904;1473015573;04/09/2016;20:59:33;29975;30.0;0.5;50;84;24;58851;8.79;21;8418;2373361;2374560;002;69;6;16.00
avisaro_20160904;1473015612;04/09/2016;21:00:12;3975;4.0;0.1;50;111;30;7904;9.86;3;3085;2374921;2375080;002;70;6;16.00
avisaro_20160904;1473015664;04/09/2016;21:01:04;14975;15.0;0.2;59;364;20;35287;54.86;11;6522;2377001;2377600;002;71;6;16.00
avisaro_20160904;1473015680;04/09/2016;21:01:20;8976;9.0;0.1;66;364;28;23721;67.22;6;5347;2377641;2378000;002;72;6;16.00
avisaro_20160904;1473016002;04/09/2016;21:06:42;16975;17.0;0.3;63;109;21;42426;15.53;12;9330;2390521;2391200;002;73;6;16.00
avisaro_20160904;1473016619;04/09/2016;21:16:59;12975;13.0;0.2;58;96;22;29895;13.06;9;7832;2415201;2415720;002;74;6;16.00
avisaro_20160904;1473017823;04/09/2016;21:37:03;4975;5.0;0.1;50;149;22;9966;19.88;4;4522;2463361;2463560;002;75;7;16.00
avisaro_20160904;1473017926;04/09/2016;21:38:46;17975;18.0;0.3;71;152;22;50732;19.52;13;10204;2467481;2468200;002;76;7;16.00
avisaro_20160904;1473017962;04/09/2016;21:39:22;2975;3.0;0.0;55;90;25;6507;18.11;2;3654;2468921;2469040;002;77;7;16.00
avisaro_20160904;1473017998;04/09/2016;21:39:58;2975;3.0;0.0;50;85;24;5917;16.18;2;2669;2470361;2470480;002;78;7;16.00
avisaro_20160904;1473018005;04/09/2016;21:40:05;3975;4.0;0.1;54;108;23;8570;21.47;3;4194;2470641;2470800;002;79;7;16.00
avisaro_20160904;1473019525;04/09/2016;22:05:25;3975;4.0;0.1;58;358;22;9211;55.66;3;4348;2531441;2531600;002;80;7;16.00
avisaro_20160904;1473019538;04/09/2016;22:05:38;2975;3.0;0.0;58;357;21;6936;65.59;2;3773;2531961;2532080;002;81;7;16.00
avisaro_20160904;1473019607;04/09/2016;22:06:47;8975;9.0;0.1;48;89;26;16935;7.60;6;4515;2534721;2535080;002;82;7;16.00
avisaro_20160904;1473023185;04/09/2016;23:06:25;3976;4.0;0.1;54;178;22;8516;34.77;3;4180;2677801;2677960;002;83;7;16.00
avisaro_20160904;1473024793;04/09/2016;23:33:13;72976;73.0;1.2;58;272;22;166698;16.30;52;14173;2742121;2745040;002;84;7;16.00
avisaro_20160905;1473053635;05/09/2016;07:33:55;165977;166.0;2.8;44;224;23;290266;15.56;117;13762;440321;446960;002;1;2;16.00
avisaro_20160905;1473053878;05/09/2016;07:37:58;64976;65.0;1.1;52;131;24;133036;16.83;46;9313;450041;452640;002;2;2;16.00
avisaro_20160905;1473053949;05/09/2016;07:39:09;1975;2.0;0.0;32;36;26;2530;3.09;1;1283;452881;452960;002;3;2;16.00
avisaro_20160905;1473054047;05/09/2016;07:40:47;1975;2.0;0.0;32;39;23;2526;4.10;1;1282;456801;456880;002;4;2;16.00
avisaro_20160905;1473054051;05/09/2016;07:40:51;48976;49.0;0.8;62;138;24;119637;22.97;35;8835;456961;458920;002;5;2;16.00
avisaro_20160905;1473054173;05/09/2016;07:42:53;4975;5.0;0.1;83;363;24;16463;97.42;4;9077;461841;462040;002;6;2;16.00
avisaro_20160905;1473054190;05/09/2016;07:43:10;4975;5.0;0.1;37;62;23;7238;7.54;4;2171;462521;462720;002;7;2;16.00
avisaro_20160905;1473060061;05/09/2016;09:21:01;16975;17.0;0.3;36;238;18;24284;19.15;12;3978;697361;698040;002;8;2;16.00
avisaro_20160905;1473060083;05/09/2016;09:21:23;26976;27.0;0.4;43;110;22;45467;10.10;19;5443;698241;699320;002;9;2;16.00
avisaro_20160905;1473060450;05/09/2016;09:27:30;2975;3.0;0.0;32;76;24;3839;9.88;2;1581;712921;713040;002;10;2;16.00
avisaro_20160905;1473060453;05/09/2016;09:27:33;17975;18.0;0.3;59;114;21;42268;17.73;13;9313;713041;713760;002;11;2;16.00
avisaro_20160905;1473060477;05/09/2016;09:27:57;2975;3.0;0.0;32;36;26;3790;2.67;2;1571;714001;714120;002;12;2;16.00
avisaro_20160905;1473060486;05/09/2016;09:28:06;1975;2.0;0.0;32;37;25;2524;3.71;1;1282;714361;714440;002;13;2;16.00
avisaro_20160905;1473060489;05/09/2016;09:28:09;3976;4.0;0.1;32;37;25;5045;3.43;3;1812;714481;714640;002;14;2;16.00
avisaro_20160905;1473060821;05/09/2016;09:33:41;5975;6.0;0.1;42;85;21;9896;15.92;4;2540;727761;728000;002;15;3;16.00
avisaro_20160905;1473060852;05/09/2016;09:34:12;38976;39.0;0.6;47;123;24;72328;18.70;28;6867;729001;730560;002;16;3;16.00
avisaro_20160905;1473060895;05/09/2016;09:34:55;2975;3.0;0.0;32;37;27;3783;2.59;2;1569;730721;730840;002;17;3;16.00
avisaro_20160905;1473069750;05/09/2016;12:02:30;71976;72.0;1.2;47;254;13;133399;15.82;51;9326;1084921;1087800;002;18;4;16.00
avisaro_20160905;1473070918;05/09/2016;12:21:58;5975;6.0;0.1;47;171;12;11145;32.03;4;3663;1131641;1131880;002;19;4;16.00
avisaro_20160905;1473070928;05/09/2016;12:22:08;16976;17.0;0.3;51;91;15;34616;15.49;12;6456;1132041;1132720;002;20;4;16.00
avisaro_20160905;1473070959;05/09/2016;12:22:39;3975;4.0;0.1;37;76;17;5857;14.65;3;1953;1133281;1133440;002;21;4;16.00
avisaro_20160905;1473070980;05/09/2016;12:23:00;4975;5.0;0.1;80;361;15;15845;97.47;4;4372;1134121;1134320;002;22;4;16.00
avisaro_20160905;1473072979;05/09/2016;12:56:19;6975;7.0;0.1;46;169;14;12603;22.16;5;3895;1214081;1214360;002;23;4;16.00
avisaro_20160905;1473073040;05/09/2016;12:57:20;63976;64.0;1.1;46;174;15;115701;10.97;45;8682;1216521;1219080;002;24;4;16.00
avisaro_20160905;1473076289;05/09/2016;13:51:29;2975;3.0;0.0;32;49;21;3815;5.80;2;1576;1346481;1346600;002;25;4;16.00
avisaro_20160905;1473076304;05/09/2016;13:51:44;26976;27.0;0.4;35;49;19;37363;4.78;19;4932;1347081;1348160;002;26;4;16.00
avisaro_20160905;1473076343;05/09/2016;13:52:23;22975;23.0;0.4;37;111;24;33909;8.65;16;4698;1348641;1349560;002;27;4;16.00
avisaro_20160905;1473087847;05/09/2016;17:04:07;87976;88.0;1.5;49;340;17;169318;16.21;62;10507;1808801;1812320;002;28;5;16.00
avisaro_20160905;1473092067;05/09/2016;18:14:27;4975;5.0;0.1;46;152;16;9081;31.21;4;2433;1977601;1977800;002;29;5;16.00
avisaro_20160905;1473092080;05/09/2016;18:14:40;4459036;4459.0;74.3;80;365;15;14256034;10.30;3153;216438;1978121;2156480;002;30;5;16.00
avisaro_20160905;1473096543;05/09/2016;19:29:03;9975;10.0;0.2;32;42;21;12699;4.74;7;2875;2156641;2157040;002;31;5;16.00
avisaro_20160905;1473096557;05/09/2016;19:29:17;6975;7.0;0.1;32;43;21;8886;4.75;5;2405;2157201;2157480;002;32;5;16.00
avisaro_20160905;1473096571;05/09/2016;19:29:31;4976;5.0;0.1;32;43;20;6328;5.00;4;2030;2157761;2157960;002;33;5;16.00
avisaro_20160905;1473096576;05/09/2016;19:29:36;5975;6.0;0.1;32;41;22;7586;4.65;4;2222;2157961;2158200;002;34;5;16.00
avisaro_20160905;1473096593;05/09/2016;19:29:53;2975;3.0;0.0;32;41;22;3782;4.45;2;1569;2158641;2158760;002;35;5;16.00
avisaro_20160905;1473096624;05/09/2016;19:30:24;2975;3.0;0.0;32;40;21;3791;4.64;2;1571;2159881;2160000;002;36;5;16.00
avisaro_20160905;1473096631;05/09/2016;19:30:31;5975;6.0;0.1;32;41;21;7583;4.54;4;2222;2160161;2160400;002;37;5;16.00
avisaro_20160905;1473096668;05/09/2016;19:31:08;2975;3.0;0.0;32;41;22;3789;4.48;2;1571;2161641;2161760;002;38;5;16.00
avisaro_20160905;1473098330;05/09/2016;19:58:50;28975;29.0;0.5;54;131;18;61887;14.98;21;8634;2228121;2229280;002;39;5;16.00
avisaro_20160905;1473098493;05/09/2016;20:01:33;2975;3.0;0.0;38;84;13;4552;20.71;2;2341;2234641;2234760;002;40;5;16.00
avisaro_20160905;1473098526;05/09/2016;20:02:06;14270214;14270.2;237.8;57;363;14;32166721;7.65;10091;196960;2235961;2806760;002;41;5;16.00
avisaro_20160906;1473140022;06/09/2016;07:33:42;76975;77.0;1.3;52;238;15;157693;21.73;54;10151;440481;443560;002;1;2;16.00
avisaro_20160906;1473140260;06/09/2016;07:37:40;33976;34.0;0.6;61;302;16;82246;23.45;24;12993;450001;451360;002;2;2;16.00
avisaro_20160906;1473140327;06/09/2016;07:38:47;2975;3.0;0.0;34;54;23;4022;6.04;2;1618;452681;452800;002;3;2;16.00
avisaro_20160906;1473140444;06/09/2016;07:40:44;2975;3.0;0.0;39;148;16;4605;26.78;2;2355;457361;457480;002;4;2;16.00
avisaro_20160906;1473140455;06/09/2016;07:40:55;36975;37.0;0.6;64;121;14;93656;19.52;26;7817;457801;459280;002;5;2;16.00
avisaro_20160906;1473140574;06/09/2016;07:42:54;14975;15.0;0.2;108;362;14;64650;69.34;11;14579;462561;463160;002;6;2;16.00
avisaro_20160906;1473146667;06/09/2016;09:24:27;138976;139.0;2.3;47;306;21;259866;19.45;98;13022;706281;711840;002;7;2;16.00
avisaro_20160906;1473146808;06/09/2016;09:26:48;4975;5.0;0.1;32;38;26;6337;3.07;4;2031;711921;712120;002;8;2;16.00
avisaro_20160906;1473156509;06/09/2016;12:08:29;6975;7.0;0.1;84;229;20;23286;53.61;5;3902;1099961;1100240;002;9;4;16.00
avisaro_20160906;1473156522;06/09/2016;12:08:42;2975;3.0;0.0;33;57;21;3893;5.52;2;1592;1100481;1100600;002;10;4;16.00
avisaro_20160906;1473156563;06/09/2016;12:09:23;5975;6.0;0.1;86;363;20;20471;83.66;4;6484;1102121;1102360;002;11;4;16.00
avisaro_20160906;1473156569;06/09/2016;12:09:29;4976;5.0;0.1;85;361;21;16834;82.83;4;4507;1102361;1102560;002;12;4;16.00
avisaro_20160906;1473156683;06/09/2016;12:11:23;149977;150.0;2.5;46;252;23;272895;15.83;106;13339;1106921;1112920;002;13;4;16.00
avisaro_20160906;1473159610;06/09/2016;13:00:10;115976;116.0;1.9;46;205;22;210617;13.65;82;11718;1224001;1228640;002;14;4;16.00
avisaro_20160906;1473159727;06/09/2016;13:02:07;3976;4.0;0.1;32;38;25;5050;2.83;3;1813;1228681;1228840;002;15;4;16.00
avisaro_20160906;1473161009;06/09/2016;13:23:29;5975;6.0;0.1;73;228;22;17345;39.95;4;5967;1279961;1280200;002;16;4;16.00
avisaro_20160906;1473166089;06/09/2016;14:48:09;2975;3.0;0.0;34;96;24;4007;10.38;2;1615;1483161;1483280;002;17;5;16.00
avisaro_20160906;1473166100;06/09/2016;14:48:20;3975;4.0;0.1;50;233;17;7849;40.82;3;2262;1483601;1483760;002;18;5;16.00
avisaro_20160906;1473166113;06/09/2016;14:48:33;3975;4.0;0.1;57;335;20;8978;54.55;3;2420;1484121;1484280;002;19;5;16.00
avisaro_20160906;1473166145;06/09/2016;14:49:05;80976;81.0;1.3;38;349;24;120162;14.78;57;8851;1485401;1488640;002;20;5;16.00
avisaro_20160906;1473166316;06/09/2016;14:51:56;2975;3.0;0.0;32;44;24;3772;4.35;2;1567;1492241;1492360;002;21;5;16.00
avisaro_20160906;1473174622;06/09/2016;17:10:22;5041048;5041.0;84.0;84;125;25;16743369;5.16;3565;234543;1824481;2026120;002;22;5;16.00
avisaro_20160906;1473179678;06/09/2016;18:34:38;2975;3.0;0.0;32;38;24;3776;3.68;2;1568;2026721;2026840;002;23;5;16.00
avisaro_20160906;1473179699;06/09/2016;18:34:59;30975;31.0;0.5;33;41;25;40646;3.34;22;5144;2027561;2028800;002;24;5;16.00
avisaro_20160906;1473179730;06/09/2016;18:35:30;7975;8.0;0.1;32;39;25;10176;3.38;6;2574;2028801;2029120;002;25;5;16.00
avisaro_20160906;1473179738;06/09/2016;18:35:38;10975;11.0;0.2;32;39;25;14023;3.32;8;3021;2029121;2029560;002;26;5;16.00
avisaro_20160906;1473179749;06/09/2016;18:35:49;10014119;10014.1;166.9;49;329;14;19333588;16.34;7081;112360;2029561;2430120;002;27;5;16.00
avisaro_20160906;1473190646;06/09/2016;21:37:26;34975;35.0;0.6;56;233;16;78142;16.43;25;9702;2465441;2466840;002;28;7;16.00
avisaro_20160906;1473195857;06/09/2016;23:04:17;7975;8.0;0.1;45;355;16;14125;41.24;6;3036;2673881;2674200;002;29;7;16.00
avisaro_20160906;1473195870;06/09/2016;23:04:30;5975;6.0;0.1;32;51;21;7635;4.95;4;2229;2674401;2674640;002;30;7;16.00
avisaro_20160906;1473195876;06/09/2016;23:04:36;4975;5.0;0.1;34;122;12;6702;13.77;4;2089;2674641;2674840;002;31;7;16.00
avisaro_20160906;1473196981;06/09/2016;23:23:01;96976;97.0;1.6;52;234;17;199309;16.55;69;11404;2718841;2722720;002;32;7;16.00
avisaro_20160906;1473197153;06/09/2016;23:25:53;3975;4.0;0.1;38;83;20;5943;17.51;3;1967;2725721;2725880;002;33;7;16.00
avisaro_20160906;1473197159;06/09/2016;23:25:59;13975;14.0;0.2;42;112;19;23362;13.79;10;3903;2725961;2726520;002;34;7;16.00
avisaro_20160906;1473197411;06/09/2016;23:30:11;5976;6.0;0.1;39;92;14;9240;13.44;4;2453;2736001;2736240;002;35;7;16.00
avisaro_20160906;1473197556;06/09/2016;23:32:36;33976;34.0;0.6;38;140;17;50463;8.58;24;5732;2741801;2743160;002;36;7;16.00
avisaro_20160906;1473197630;06/09/2016;23:33:50;291982;292.0;4.9;52;92;16;598040;8.26;206;26839;2744761;2756440;002;37;7;16.00
avisaro_20160906;1473197996;06/09/2016;23:39:56;63976;64.0;1.1;49;87;15;125002;8.76;45;12268;2759401;2761960;002;38;7;16.00
avisaro_20160906;1473198148;06/09/2016;23:42:28;9975;10.0;0.2;46;341;17;18243;37.35;7;3449;2765481;2765880;002;39;7;16.00
avisaro_20160907;1473226324;07/09/2016;07:32:04;5975;6.0;0.1;75;347;19;17889;56.11;4;3419;436201;436440;002;1;2;16.00
avisaro_20160907;1473226462;07/09/2016;07:34:22;140977;141.0;2.3;49;250;22;270843;15.71;100;13294;441721;447360;002;2;2;16.00
avisaro_20160907;1473226607;07/09/2016;07:36:47;2975;3.0;0.0;33;37;26;3920;2.93;2;1597;447521;447640;002;3;2;16.00
avisaro_20160907;1473226615;07/09/2016;07:36:55;3975;4.0;0.1;33;37;26;5201;2.99;3;1840;447841;448000;002;4;2;16.00
avisaro_20160907;1473226669;07/09/2016;07:37:49;86975;87.0;1.4;50;227;26;170703;25.99;62;10562;450001;453480;002;5;2;16.00
avisaro_20160907;1473226758;07/09/2016;07:39:18;11975;12.0;0.2;45;182;26;21588;25.85;8;3753;453561;454040;002;6;2;16.00
avisaro_20160907;1473226772;07/09/2016;07:39:32;1975;2.0;0.0;33;39;26;2609;3.82;1;1303;454121;454200;002;7;2;16.00
avisaro_20160907;1473226774;07/09/2016;07:39:34;1976;2.0;0.0;33;38;26;2601;3.57;1;1301;454201;454280;002;8;2;16.00
avisaro_20160907;1473226777;07/09/2016;07:39:37;4975;5.0;0.1;33;39;26;6523;3.15;4;2061;454321;454520;002;9;2;16.00
avisaro_20160907;1473226783;07/09/2016;07:39:43;13976;14.0;0.2;48;183;22;26342;26.93;10;4146;454561;455120;002;10;2;16.00
avisaro_20160907;1473226809;07/09/2016;07:40:09;3975;4.0;0.1;44;217;19;6981;34.11;3;2899;455601;455760;002;11;2;16.00
avisaro_20160907;1473226934;07/09/2016;07:42:14;46975;47.0;0.8;74;206;22;138787;19.17;33;21354;460601;462480;002;12;2;16.00
avisaro_20160907;1473227004;07/09/2016;07:43:24;5975;6.0;0.1;93;362;23;22114;85.44;4;5165;463401;463640;002;13;2;16.00
avisaro_20160907;1473227013;07/09/2016;07:43:33;15975;16.0;0.3;53;90;25;33305;12.46;11;6332;463761;464400;002;14;2;16.00
avisaro_20160907;1473227044;07/09/2016;07:44:04;3975;4.0;0.1;38;70;25;5943;9.79;3;1967;465001;465160;002;15;2;16.00
avisaro_20160907;1473232718;07/09/2016;09:18:38;20976;21.0;0.3;42;113;21;34692;10.34;15;4754;691961;692800;002;16;2;16.00
avisaro_20160907;1473232742;07/09/2016;09:19:02;11975;12.0;0.2;33;40;26;15807;3.75;8;3208;692921;693400;002;17;2;16.00
avisaro_20160907;1473232803;07/09/2016;09:20:03;2975;3.0;0.0;45;150;17;5310;26.20;2;2528;695361;695480;002;18;2;16.00
avisaro_20160907;1473243005;07/09/2016;12:10:05;5975;6.0;0.1;65;213;23;15596;50.31;4;3192;1103441;1103680;002;19;4;16.00
avisaro_20160907;1473243063;07/09/2016;12:11:03;4975;5.0;0.1;96;364;20;19153;91.78;4;4808;1105761;1105960;002;20;4;16.00
avisaro_20160907;1473244249;07/09/2016;12:30:49;130976;131.0;2.2;49;229;23;253378;15.60;93;12858;1153201;1158440;002;21;4;16.00
avisaro_20160907;1473244386;07/09/2016;12:33:06;1976;2.0;0.0;33;39;27;2601;3.52;1;1301;1158681;1158760;002;22;4;16.00
avisaro_20160907;1473244388;07/09/2016;12:33:08;4975;5.0;0.1;33;39;26;6508;3.35;4;2058;1158761;1158960;002;23;4;16.00
avisaro_20160907;1473246060;07/09/2016;13:01:00;3343023;3343.0;55.7;72;363;14;9580998;13.65;2364;79097;1225641;1359360;002;24;4;16.00
avisaro_20160907;1473249420;07/09/2016;13:57:00;60975;61.0;1.0;46;94;19;111210;8.74;43;8512;1360041;1362480;002;25;4;16.00
avisaro_20160907;1473249486;07/09/2016;13:58:06;7975;8.0;0.1;48;87;20;15268;14.87;6;4288;1362681;1363000;002;26;4;16.00
avisaro_20160907;1473249560;07/09/2016;13:59:20;9976;10.0;0.2;35;54;13;13841;6.23;7;3002;1365641;1366040;002;27;4;16.00
avisaro_20160907;1473250572;07/09/2016;14:16:12;23976;24.0;0.4;38;130;17;35573;12.50;17;4816;1406121;1407080;002;28;4;16.00
avisaro_20160907;1473250626;07/09/2016;14:17:06;10975;11.0;0.2;38;122;17;16289;11.01;8;3256;1408281;1408720;002;29;4;16.00
avisaro_20160907;1473250649;07/09/2016;14:17:29;75976;76.0;1.3;43;218;20;129701;13.06;54;9199;1409201;1412240;002;30;4;16.00
avisaro_20160907;1473250734;07/09/2016;14:18:54;30976;31.0;0.5;43;114;21;52114;8.26;22;5825;1412601;1413840;002;31;4;16.00
avisaro_20160907;1473250774;07/09/2016;14:19:34;10975;11.0;0.2;46;183;21;20061;21.73;8;3617;1414201;1414640;002;32;4;16.00
avisaro_20160907;1473250846;07/09/2016;14:20:46;18975;19.0;0.3;48;220;18;36301;17.54;13;6614;1417081;1417840;002;33;4;16.00
avisaro_20160907;1473250919;07/09/2016;14:21:59;8976;9.0;0.1;46;111;18;16324;16.59;6;4433;1420001;1420360;002;34;4;16.00
avisaro_20160907;1473251019;07/09/2016;14:23:39;46975;47.0;0.8;59;96;20;109573;12.70;33;14995;1424001;1425880;002;35;4;16.00
avisaro_20160907;1473251129;07/09/2016;14:25:29;140977;141.0;2.3;60;113;20;336243;10.24;100;26267;1428401;1434040;002;36;4;16.00
avisaro_20160907;1473251678;07/09/2016;14:34:38;37976;38.0;0.6;50;360;17;74526;22.69;27;9478;1450361;1451880;002;37;5;16.00
avisaro_20160907;1473251719;07/09/2016;14:35:19;7975;8.0;0.1;56;363;18;17624;69.75;6;3392;1452001;1452320;002;38;5;16.00
avisaro_20160907;1473258588;07/09/2016;16:29:48;26873398;26873.4;447.9;42;209;16;45094062;5.41;19002;171534;1726761;2801680;002;39;5;16.00
avisaro_20160907;1473285462;07/09/2016;23:57:42;134976;135.0;2.2;50;114;25;265425;11.11;95;13155;2801681;2807080;002;40;5;16.00
avisaro_20160908;1473301826;08/09/2016;04:30:26;11722153;11722.2;195.4;36;363;16;16807626;4.54;8289;104723;1;468880;002;1;1;16.00
avisaro_20160908;1473320595;08/09/2016;09:43:15;8975;9.0;0.1;101;336;16;36061;67.27;6;6597;750761;751120;002;2;3;16.00
avisaro_20160908;1473320610;08/09/2016;09:43:30;69976;70.0;1.2;36;356;13;100554;18.53;49;5646;751361;754160;002;3;3;16.00
avisaro_20160908;1473320694;08/09/2016;09:44:54;141977;142.0;2.4;43;226;16;241718;21.29;100;8754;754721;760400;002;4;3;16.00
avisaro_20160908;1473320836;08/09/2016;09:47:16;3975;4.0;0.1;26;30;20;4090;2.84;3;1135;760401;760560;002;5;3;16.00
avisaro_20160908;1473328648;08/09/2016;11:57:28;114977;115.0;1.9;43;306;16;193457;17.27;81;7825;1072881;1077480;002;6;3;16.00
avisaro_20160908;1473330296;08/09/2016;12:24:56;6975;7.0;0.1;92;332;14;25562;80.20;5;4089;1138801;1139080;002;7;4;16.00
avisaro_20160908;1473330309;08/09/2016;12:25:09;1975;2.0;0.0;27;43;18;2093;4.12;1;812;1139321;1139400;002;8;4;16.00
avisaro_20160908;1473330312;08/09/2016;12:25:12;28975;29.0;0.5;54;363;12;62226;52.05;21;4452;1139441;1140600;002;9;4;16.00
avisaro_20160908;1473330360;08/09/2016;12:26:00;5975;6.0;0.1;83;363;11;19715;89.10;4;3591;1141361;1141600;002;10;4;16.00
avisaro_20160908;1473330385;08/09/2016;12:26:25;4975;5.0;0.1;41;84;15;8044;19.32;4;3112;1142361;1142560;002;11;4;16.00
avisaro_20160908;1473339575;08/09/2016;14:59:35;2975;3.0;0.0;26;62;16;3051;7.78;2;980;1509961;1510080;002;12;5;16.00
avisaro_20160908;1473339578;08/09/2016;14:59:38;2975;3.0;0.0;28;114;16;3356;18.15;2;1478;1510081;1510200;002;13;5;16.00
avisaro_20160908;1473344941;08/09/2016;16:29:01;20252289;20252.3;337.5;42;354;14;33480483;4.38;14321;147804;1724601;2534680;002;14;5;16.00
avisaro_20160908;1473368989;08/09/2016;23:09:49;34975;35.0;0.6;52;213;15;71472;16.83;25;9278;2686481;2687880;002;15;5;16.00
avisaro_20160908;1473369490;08/09/2016;23:18:10;379981;380.0;6.3;52;121;15;783834;10.23;269;30727;2706521;2721720;002;16;5;16.00
avisaro_20160908;1473369957;08/09/2016;23:25:57;132977;133.0;2.2;46;84;14;243476;7.78;94;17121;2725201;2730520;002;17;5;16.00
avisaro_20160908;1473370108;08/09/2016;23:28:28;57976;58.0;1.0;43;132;16;99127;9.15;41;10925;2731241;2733560;002;18;5;16.00
avisaro_20160908;1473370330;08/09/2016;23:32:10;56975;57.0;0.9;44;154;16;99133;10.04;40;10925;2740121;2742400;002;19;5;16.00
avisaro_20160908;1473371178;08/09/2016;23:46:18;818985;819.0;13.6;47;56;15;1519352;3.80;579;42770;2774041;2806800;002;20;5;16.00
avisaro_20160909;1473399094;09/09/2016;07:31:34;5975;6.0;0.1;106;354;16;25325;76.64;4;9123;435321;435560;002;1;2;16.00
avisaro_20160909;1473399427;09/09/2016;07:37:07;1975;2.0;0.0;54;175;21;4317;31.30;1;2280;448641;448720;002;2;2;16.00
avisaro_20160909;1473399441;09/09/2016;07:37:21;43975;44.0;0.7;73;127;35;127448;13.52;31;16174;449201;450960;002;3;2;16.00
avisaro_20160909;1473399517;09/09/2016;07:38:37;17975;18.0;0.3;74;144;26;52810;23.11;13;10411;452241;452960;002;4;2;16.00
avisaro_20160909;1473399559;09/09/2016;07:39:19;4975;5.0;0.1;63;138;21;12561;23.99;4;5077;453921;454120;002;5;2;16.00
